"Date","ptf_ret","bmk_ret","rf"
2015-01-31,0.0232948319713278,-0.0296289188584073,0
2015-02-28,-0.0639483157156944,0.0562045168697858,0
2015-03-31,-0.00995342987522607,-0.0157059851948954,0
2015-04-30,-0.00472641201489155,0.00983390718407784,0
2015-05-31,0.0063316224417107,0.0128564822033397,0
2015-06-30,-0.0598396249740487,-0.0203121647794702,0
2015-07-31,0.0610222756919758,0.0225891414291988,0
2015-08-31,-0.0347809614353691,-0.0609499326733647,0
2015-09-30,0.0291743931200166,-0.0255161510029532,0
2015-10-31,0.0106266250469633,0.0850596448757754,0
2015-11-30,-0.02125724449678,0.00365510467728569,0
2015-12-31,0.0211917405486779,-0.0172823171459128,1e-04
2016-01-31,0.0494451800022362,-0.049786615441082,1e-04
2016-02-29,0.0193751119552459,-0.000826008390087285,2e-04
2016-03-31,0.0797642271146453,0.067266270134839,2e-04
2016-04-30,-0.0241836268862053,0.00394109550527499,1e-04
2016-05-31,0.0150764781271557,0.0170112133696765,1e-04
2016-06-30,0.0762806497452881,0.00347638271419193,2e-04
2016-07-31,-0.00667025975452507,0.036470804162728,2e-04
2016-08-31,-0.0554493255609398,0.00119770968728039,2e-04
2016-09-30,0.00361091375976441,5.76618515715221e-05,2e-04
2016-10-31,0.00898157100223451,-0.0173367955984571,2e-04
2016-11-30,-0.054218057122645,0.0368383843818196,1e-04
2016-12-31,0.0489880199265644,0.0202717586723966,3e-04
2017-01-31,0.0125588333819857,0.0178949072320322,4e-04
2017-02-28,0.052663881930441,0.0392914352826077,4e-04
2017-03-31,-0.0013534504083107,0.00125001615007947,3e-04
2017-04-30,0.00760145354311148,0.00992597568553832,5e-04
2017-05-31,0.0413921905983554,0.0141129845504706,6e-04
2017-06-30,-0.0270883399349838,0.00637495002401933,6e-04
2017-07-31,0.0242492778432841,0.0205542986738227,7e-04
2017-08-31,0.0328824707286066,0.00291755786135517,9e-04
2017-09-30,-0.0275674586856761,0.0201492972490165,9e-04
2017-10-31,0.0390198260141774,0.0235644396316905,9e-04
2017-11-30,0.026850457359497,0.0305656362002591,8e-04
2017-12-31,-0.0605822347603162,0.0121280272734896,9e-04
2018-01-31,-0.0311309052806739,0.0563591490729798,0.0011
2018-02-28,-0.0387932143571967,-0.0363603447286911,0.0011
2018-03-31,0.0379652564640545,-0.0274106254666708,0.0012
2018-04-30,0.0203838114283099,0.00516805817686072,0.0014
2018-05-31,-0.0110551137896185,0.0243092775740139,0.0014
2018-06-30,0.0281384692297375,0.00575076274582353,0.0014
2018-07-31,0.0159738773849643,0.0370465877249591,0.0016
2018-08-31,0.0128810691250953,0.0319199901495348,0.0016
2018-09-30,-0.00648323530756778,0.00594503544073333,0.0015
2018-10-31,0.0197531322471349,-0.0691041201763457,0.0019
2018-11-30,0.0353880989739792,0.0185491883677504,0.0018
2018-12-31,-0.0399446839710609,-0.0880481039598601,0.0019
2019-01-31,0.034769554544321,0.080065616607548,0.0021
2019-02-28,0.0410885677349397,0.0324156108601299,0.0018
2019-03-31,0.0279143760617373,0.0181004739918087,0.0019
2019-04-30,0.00928334639302109,0.0408524881383414,0.0021
2019-05-31,-0.0078352494893732,-0.0637711412723193,0.0021
2019-06-30,0.0318630142279199,0.069586590238401,0.0018
2019-07-31,-0.00134130037807489,0.0151193467387531,0.0019
2019-08-31,0.0508815608311624,-0.0167435658871633,0.0016
2019-09-30,0.0425161603935644,0.0194578474133542,0.0018
2019-10-31,-0.00756850165328327,0.0221046823439963,0.0015
2019-11-30,-0.0186774393954791,0.0361986487427115,0.0012
2019-12-31,0.0329055127588138,0.0290550942911922,0.0014
2020-01-31,0.067471422640319,-0.000403765951726975,0.0013
2020-02-29,-0.0985792102025761,-0.0791659199056275,0.0012
2020-03-31,-0.0999560295433116,-0.124871048615776,0.0012
2020-04-30,0.0333874585058531,0.126983611221974,0
2020-05-31,0.042437844588626,0.0476450241750992,1e-04
2020-06-30,-0.046722742560344,0.0177345746632862,1e-04
2020-07-31,0.0779727235735608,0.0588923076260102,1e-04
2020-08-31,-0.0259739255255501,0.069796615649738,1e-04
2020-09-30,0.0108131707434038,-0.0374435274765741,1e-04
2020-10-31,0.0505222900973601,-0.0249336660364673,1e-04
2020-11-30,0.00737407287063774,0.108776790804292,1e-04
2020-12-31,0.00620419846856035,0.0370482473840898,1e-04
2021-01-31,-0.00877194441718054,-0.0101900267755549,0
2021-02-28,-0.0609814846272437,0.0278053897821329,0
2021-03-31,0.105520778460558,0.0453992094135811,0
2021-04-30,0.0418488269984052,0.0529104575684392,0
2021-05-31,-0.0233816068165341,0.00656599086817788,0
2021-06-30,-0.022082531922528,0.0224273982408876,0
2021-07-31,0.0433337209231683,0.0244124104372445,0
2021-08-31,0.0389570679255677,0.0297598684316112,0
2021-09-30,-0.0609322388021573,-0.0466053072044572,0
2021-10-31,0.0474327375203925,0.0701635001687921,0
2021-11-30,-0.0170378525156896,-0.00803490421730868,0
2021-12-31,0.0968928086628185,0.0462478937470123,1e-04
2022-01-31,-0.0325511928745529,-0.0527414596304651,0
2022-02-28,-0.019061301848482,-0.0295169303155628,0
2022-03-31,0.103452375294344,0.0375903512178448,0
2022-04-30,-0.0429761171811753,-0.0877688816418395,0
2022-05-31,0.0430818566435711,0.00225715342192001,3e-04
2022-06-30,-0.0489544735945814,-0.0824604631775933,6e-04
2022-07-31,0.0544700181292501,0.0920874977564172,8e-04
2022-08-31,0.00527406423694887,-0.0408019556148135,0.0019
2022-09-30,-0.112809958026979,-0.0924459138453467,0.0019
2022-10-31,0.0193862572875343,0.081275522504078,0.0023
2022-11-30,0.0696315069919509,0.0555915687105615,0.0029
2022-12-31,-0.00494402074749145,-0.0576283261249668,0.0033
2023-01-31,-0.019999854618762,0.0628874437114815,0.0035
2023-02-28,-0.059198094022582,-0.0251428267371432,0.0034
2023-03-31,0.0490602111371288,0.0370778900690394,0.0036
2023-04-30,0.0190574928863358,0.0159749607662252,0.0035
2023-05-31,-0.0587127688420185,0.00461616932891973,0.0036
2023-06-30,0.0159611023947988,0.0647999105387462,0.004
2023-07-31,0.024908403110117,0.0327333035988173,0.0045
2023-08-31,-0.0612794164794298,-0.0162519969980605,0.0045
2023-09-30,-0.0564241202597017,-0.0474346419377503,0.0043
2023-10-31,0.0128967208260369,-0.0217086081528199,0.0047
2023-11-30,0.0514322076720344,0.0913440675399828,0.0044
2023-12-31,0.0185883114459959,0.045655191750807,0.0043
2024-01-31,-0.0296858773290274,0.0159265506828932,0.0047
2024-02-29,0.0105777241119989,0.0521867309679822,0.0042
2024-03-31,0.0659000178554043,0.032702032106791,0.0043
2024-04-30,0.0166030718083496,-0.0403196199802071,0.0047
2024-05-31,0.0896017464728978,0.0505797064167746,0.0044
2024-06-30,-0.0554262781580883,0.0352802441285085,0.0041
2024-07-31,0.0682416823521976,0.0121089140487043,0.0045
2024-08-31,0.0480833900507709,0.0233657655379265,0.0048
2024-09-30,0.0660296898399553,0.0210043746196278,0.004
2024-10-31,-0.0107699258026448,-0.00892349711670248,0.0039
2024-11-30,0.0377924818961439,0.0596333695531022,0.004
2024-12-31,-0.0788899323820338,-0.0204966209105494,0.0037
